Position,Connected On
Head of Machine Learning & Data Science,04-Sep-18
Managing Director,04-Sep-18
Partner,04-Sep-18
Software Engineer,04-Sep-18
Research Associate,04-Sep-18
Associate Software Engineer,04-Sep-18
Computer vision,04-Sep-18
Data Scientist,04-Sep-18
Software Consultant,04-Sep-18
AI/ML Engineer,04-Sep-18
Research Assistant,04-Sep-18
Quality Assurance | Blackbox Testing,04-Sep-18
Senior Data Engineer,04-Sep-18
Graduate Research Assistant,04-Sep-18
,04-Sep-18
Software Engineer III,03-Sep-18
Sale Development Representative,03-Sep-18
Senior Data Engineer,03-Sep-18
Director of Machine Learning,03-Sep-18
Machine Learning Engineering Manager,03-Sep-18
Software Engineer,03-Sep-18
Senior Consultant,03-Sep-18
Machine Learning Engineer,03-Sep-18
Statistician,03-Sep-18
Machine Learning Intern,03-Sep-18
Business Solutions Engineer,03-Sep-18
Infrastructure and Security Intern,03-Sep-18
Urban Coordinator,03-Sep-18
Research Intern,03-Sep-18
Data Scientist,03-Sep-18
Founder,03-Sep-18
Senior Software Engineer - Machine Learning & Data Analytics,03-Sep-18
Machine Learning Engineer,03-Sep-18
Machine Learning Engineer,03-Sep-18
Graduate Research Assistant,03-Sep-18
Lead Software Engineer,03-Sep-18
"Senior Software Engineer, Data Science - Marketplace",03-Sep-18
Senior Associate Data Science,03-Sep-18
Senior Software Engineer,03-Sep-18
Fellowship,03-Sep-18
Senior Software Engineer,03-Sep-18
Technology Risk Analyst,03-Sep-18
Data Scientist,03-Sep-18
Chief Technology Officer/Data Scientist,03-Sep-18
Co-Founder | CTO,03-Sep-18
Principal Software Engineer,03-Sep-18
Business Analyst Intern,03-Sep-18
Assistant System Engineer,03-Sep-18
Data Scientist,03-Sep-18
Data Scientist,03-Sep-18
Consultor/Analista Programador Qlik Sense,03-Sep-18
Data Scientist,03-Sep-18
Data Scientist,03-Sep-18
Senior Software Engineer,03-Sep-18
,03-Sep-18
Pre-Sales Solutions Architect,03-Sep-18
Data Scientist,03-Sep-18
Planning my Next Move,03-Sep-18
Data Scientist,03-Sep-18
Senior Web Developer(MEAN Stack),03-Sep-18
Quality Assurance Engineer,03-Sep-18
Product Security Engineer (Intern),03-Sep-18
Secure and Private AI Challenge Scholar,03-Sep-18
Senior Technical Recruiter,03-Sep-18
Machine Learning and Research intern,03-Sep-18
Machine Learning Lead (DataNext.io),03-Sep-18
Programmer Analyst (Business Intelligence ),03-Sep-18
Full Stack Engineer,03-Sep-18
Java full stack developer ,03-Sep-18
Trainee Technology,03-Sep-18
Data Science Manager,03-Sep-18
Stanford Scholar Initiative,03-Sep-18
Sales Manager,03-Sep-18
Machine Learning Engineer,03-Sep-18
Course Director: Artificial Intelligence: Cloud and Edge implementations ,03-Sep-18
Data Scientist,03-Sep-18
Senior Data Scientist,03-Sep-18
Data Scientist,03-Sep-18
Data Scientist,03-Sep-18
Senior Analyst,03-Sep-18
Data Scientist,03-Sep-18
Data Engineer,03-Sep-18
Web Developer,03-Sep-18
Senior Engineer,03-Sep-18
,03-Sep-18
Data Scientist,03-Sep-18
Independent Data Scientist,03-Sep-18
Senior Data Scientist,03-Sep-18
Senior Software Quality Engineer,03-Sep-18
Founder,03-Sep-18
Senior Data Consultant,03-Sep-18
Founder and CEO,03-Sep-18
Senior Software Engineer,03-Sep-18
Data Scientist,03-Sep-18
Associate Product Manager,03-Sep-18
Deep Learning Researcher,03-Sep-18
Associate Analyst,03-Sep-18
Machine Learning Intern,03-Sep-18
System Engineer,03-Sep-18
Chief Data Scientist,03-Sep-18
Unit Manager / Data Scientist,03-Sep-18
Research Intern,03-Sep-18
Product Manager - Artificial Intelligence ,03-Sep-18
Senior Consultant,03-Sep-18
Data Analyst,03-Sep-18
Associate Vice President,03-Sep-18
Senior Product Integration Engineer,03-Sep-18
CEO and Founder,03-Sep-18
Data Scientist,03-Sep-18
Software Engineer 1,03-Sep-18
General Manager,03-Sep-18
Machine Learning Engineer,03-Sep-18
Co-Founder | Research And Development,02-Sep-18
Data Scientist,02-Sep-18
Co-Founder,02-Sep-18
Artificial Intelligence and Data Science Expert.,02-Sep-18
Undergraduate Student,02-Sep-18
Graduate Research Assistant,02-Sep-18
"Subject Matter Expert in Data Sciences, AI and BlockChain",02-Sep-18
Recruitment Consultant,02-Sep-18
Naval Officer,02-Sep-18
Professor,02-Sep-18
Machine Learning Scientist,02-Sep-18
Machine Learning Engineer,02-Sep-18
Data Scientist,02-Sep-18
"Fellowship, Innovation Think Tank",02-Sep-18
Data Scientist,02-Sep-18
Artificial intelligence Scientist,02-Sep-18
Data Scientist,02-Sep-18
Software Engineer - I,02-Sep-18
Vice President of Machine Learning Expert & Innovation ,02-Sep-18
Founder,02-Sep-18
Team Lead,02-Sep-18
Security Guard,02-Sep-18
Software Development Intern,02-Sep-18
Senior Data Analyst - Consumer Analytics,02-Sep-18
Solutions Consultant,02-Sep-18
Data Engineer,02-Sep-18
Founder & CEO,02-Sep-18
Software Development with focus on Machine Learning ,02-Sep-18
Clinical Data Manager III,02-Sep-18
Associate,02-Sep-18
Data Scientist,02-Sep-18
,02-Sep-18
Software Engineer,02-Sep-18
Machine Learning Trainer,02-Sep-18
Data Scientist,02-Sep-18
Senior Data Scientist (Network Intelligence),02-Sep-18
Software Developer,02-Sep-18
Data Scientist,02-Sep-18
Data Engineer,02-Sep-18
Senior Data Scientist & Product Manager,02-Sep-18
Global Director : Analytics,02-Sep-18
Public Relations Associate,02-Sep-18
Technical Specialist,02-Sep-18
Image Processing / Computer Vision Engineer,02-Sep-18
Jr. Software Engineer,02-Sep-18
Data Scientist,01-Sep-18
Software Engineer Intern,01-Sep-18
Data Scientist,01-Sep-18
Co-Founder,01-Sep-18
Senior Data Scientist,01-Sep-18
Data Scientist,01-Sep-18
Software Engineer,01-Sep-18
Co-Founder,01-Sep-18
Lead Solution Advisor,01-Sep-18
Research Intern,01-Sep-18
CEO and Founder,01-Sep-18
"PhD, Computer Science",01-Sep-18
Lead Consultant (Data Science),01-Sep-18
Data Scientist,01-Sep-18
Business Evangelist,01-Sep-18
Sr Research Analyst,01-Sep-18
Consultant,01-Sep-18
Data Analyst,01-Sep-18
Data Engineering Analyst,01-Sep-18
Consultant,01-Sep-18
Founder and CEO,01-Sep-18
Data Scientist,01-Sep-18
Senior Engineer - Machine Learning,01-Sep-18
Associate Data Scientist,01-Sep-18
Unit Manager / Data Scientist,01-Sep-18
President,01-Sep-18
Software Engineer,01-Sep-18
Data Scientist,01-Sep-18
Intern,01-Sep-18
Machine Learning Engineer,01-Sep-18
Course Administrator,01-Sep-18
Data Analyst,01-Sep-18
Co-Founder & CEO,01-Sep-18
R&D Engineer II,01-Sep-18
DevOps Engineer,01-Sep-18
Member Of Technical Staff - (AI Research),01-Sep-18
R&D Deep Learning Engineer,01-Sep-18
Associate Analyst,01-Sep-18
Graphic Designer,01-Sep-18
Student Developer,01-Sep-18
Lead Machine Learning Engineer,01-Sep-18
Co-Founder,01-Sep-18
Graphic Designer,31-Aug-18
Software Engineer,31-Aug-18
Director,31-Aug-18
Senior Data Analyst,31-Aug-18
Remote Software developer(Computer vision),31-Aug-18
Specialist,31-Aug-18
"Sr Automation Specialist (BluePrism, Python) | Data Scientist (Machine Learning, NLP, Deep Learning)",31-Aug-18
Scientist,31-Aug-18
Faculty Advisor,31-Aug-18
Content Writer,31-Aug-18
Data Analyst intern,31-Aug-18
Founder & CEO,31-Aug-18
Software Engineer,31-Aug-18
Full Stack Engineer,31-Aug-18
Trainee Decision Scientist,31-Aug-18
Talent Acquisition,31-Aug-18
Data Scientist,31-Aug-18
Sales Development Manager,31-Aug-18
Data Scientist,31-Aug-18
Data Scientist,31-Aug-18
Data Analyst,31-Aug-18
Software Engineer,31-Aug-18
Data Scientist,31-Aug-18
Foothill College Student Trustee,30-Aug-18
Research Assistant,30-Aug-18
Founder & CEO,30-Aug-18
"Senior Manager, Data Sciences",30-Aug-18
Data Scientist,30-Aug-18
Blogger,30-Aug-18
,30-Aug-18
Scientific Researcher,30-Aug-18
Chief Blockchain Architect,30-Aug-18
Junior Research Fellow,30-Aug-18
Senior Technical Recruiter,30-Aug-18
Intern,30-Aug-18
Data Solutions Developer,30-Aug-18
Frontend Developer,30-Aug-18
Software Development Engineer,30-Aug-18
Mentor,30-Aug-18
Undergraduate Student Researcher,30-Aug-18
Senior Software Engineer,30-Aug-18
Summer Trainee,30-Aug-18
Mobile Application Developer,30-Aug-18
Software Development Engineer 1,30-Aug-18
System Engineer,29-Aug-18
Data Scientist,29-Aug-18
Founder & CEO,29-Aug-18
Software Development Engineer,29-Aug-18
Junior Engineer,29-Aug-18
Education Management,29-Aug-18
Lead Software Engineer,29-Aug-18
Information Technology Executive,29-Aug-18
Senior Data Scientist,29-Aug-18
Fresher,28-Aug-18
"Data Scientist, Technical Data Architect, Instructor and Co-founder",28-Aug-18
Research And Development Specialist,28-Aug-18
Member of SRM ACM SIGAI,28-Aug-18
Managing Director,28-Aug-18
Data Science Manager,28-Aug-18
Deep Learning Researcher,28-Aug-18
Co-Founder - BusDev Director/Evangelist,28-Aug-18
Techno Functional Consultant,27-Aug-18
Student Coordinator,27-Aug-18
,27-Aug-18
CTO,27-Aug-18
Frontend Developer,27-Aug-18
Business Development Executive,27-Aug-18
Chief Marketing Officer ,27-Aug-18
Director,27-Aug-18
"Software Engineer, Site Reliability Engineering",26-Aug-18
Analyst,26-Aug-18
Vice President of Global Sales,26-Aug-18
"Chief Operating Officer, Times Internet",26-Aug-18
Chairman Board of Directors ; President Future Program ; ex Chief Investment Officer CIO,26-Aug-18
Partner,26-Aug-18
Chief Business Officer,26-Aug-18
,26-Aug-18
Student,26-Aug-18
Data Scientist,25-Aug-18
Software Engineer,25-Aug-18
Software Engineer,25-Aug-18
Associate Software Developer,25-Aug-18
Business Operations Associate,25-Aug-18
Business Analyst,25-Aug-18
Technology Architect,25-Aug-18
Associate Software Engineer,24-Aug-18
Software Developer,24-Aug-18
Managing Director,23-Aug-18
Strategy Analyst,23-Aug-18
Associate Engineer,23-Aug-18
Engineering Development Group Co-op (Full Stack Development),23-Aug-18
Machine Learning Engineer,23-Aug-18
Data Scientist I,23-Aug-18
Webinar Planner ,23-Aug-18
Student Intern,23-Aug-18
Business Intelligence Consultant,22-Aug-18
Analyst Programmer,22-Aug-18
,22-Aug-18
Chief Executive Officer,22-Aug-18
Data Engineer,22-Aug-18
"Vice President, Data Services",21-Aug-18
,21-Aug-18
Data Scientist,21-Aug-18
Founder & Researcher,21-Aug-18
Data Scientist,21-Aug-18
HR Associate,21-Aug-18
"Owner, author of PyImageSearch.com",21-Aug-18
Founder & CEO ,21-Aug-18
Graduate Teaching Assistant,21-Aug-18
"PRINCIPAL ARCHITECT, Chief Technology Officer , Service Delivery Cisco CX",21-Aug-18
Founder & CEO,21-Aug-18
Product Development - Data Scientist ,21-Aug-18
Data Engineer,21-Aug-18
Test Engineer,21-Aug-18
,21-Aug-18
Computer Vision Software Engineer,21-Aug-18
Trainee Engineer,20-Aug-18
Technical Support Executive,20-Aug-18
Senior Software Engineer,20-Aug-18
Co-Founder,19-Aug-18
Software Developer,19-Aug-18
Data Associate,19-Aug-18
Software Engineer,19-Aug-18
Associate,19-Aug-18
Founder & CEO,19-Aug-18
Associate Data Scientist,19-Aug-18
,19-Aug-18
Office Manager,19-Aug-18
Data Science | Senior Machine Learning Engineer ,19-Aug-18
Co-Founder & CEO,19-Aug-18
Senior Data Scientist,19-Aug-18
,19-Aug-18
Training,18-Aug-18
Center Manager,17-Aug-18
Associate Software Engineer,17-Aug-18
,16-Aug-18
Analytics Consultant,16-Aug-18
Graphic Designer,16-Aug-18
Data Scientist,16-Aug-18
Founder,16-Aug-18
Team,16-Aug-18
Data Science Intern ,16-Aug-18
Software Development Engineer,15-Aug-18
,14-Aug-18
Electrical design engineer at TATA CONSULTANCY SERVICES,14-Aug-18
junior assembly engineer ,14-Aug-18
Software Engineer- RPA,14-Aug-18
Machine Learning and Data Analytics Intern,13-Aug-18
"Program Manager Optimum, Google Cloud India",13-Aug-18
Software Engineer,13-Aug-18
R&D- Software Engineer,13-Aug-18
Senior Software Engineer,13-Aug-18
Technical Mentor,13-Aug-18
Machine Learning and Big Data Research Associate,12-Aug-18
Consultant - Data Science,12-Aug-18
Co-Founder and marketing manager,12-Aug-18
Business Technology Analyst,12-Aug-18
Freelancer,12-Aug-18
Senior Data Analyst,12-Aug-18
Research Assistant,11-Aug-18
Associate Software developer ,11-Aug-18
Associate Trainee,11-Aug-18
Founder & CEO,11-Aug-18
Software Developer Intern,11-Aug-18
"Anesthesiologist, Emergency Physician",11-Aug-18
Software Engineer,10-Aug-18
Analyst,10-Aug-18
Data Scientist,10-Aug-18
Director,10-Aug-18
Software Engineer,10-Aug-18
Software Engineer,10-Aug-18
Customer Service Representative,09-Aug-18
Student,09-Aug-18
Graduate Engineering Trainee,09-Aug-18
Associate Consultant,09-Aug-18
Researcher,09-Aug-18
Data Scientist,08-Aug-18
Founder,08-Aug-18
,08-Aug-18
Analyst,08-Aug-18
Associate Software Engineer,08-Aug-18
Director of Data Science and Insights/Head of Data Science,07-Aug-18
Senior SET (Project: Book My Show),07-Aug-18
Software Engineer,07-Aug-18
Trainee,07-Aug-18
Electronics Member,07-Aug-18
Graduate Trainee,07-Aug-18
IT Recruiter,06-Aug-18
freelancer,06-Aug-18
Internship Trainee(Products and Engineering services),04-Aug-18
CEO,04-Aug-18
Business Analyst,04-Aug-18
Python Developer,04-Aug-18
Professor and Edward Frymoyer Chair of Information Science and Technology,04-Aug-18
Data Scientist,04-Aug-18
,04-Aug-18
Data Scientist,03-Aug-18
Deputy Head,03-Aug-18
Creator,03-Aug-18
Founder,03-Aug-18
Deep Learning Engineer,03-Aug-18
Programmer Analyst Trainees,03-Aug-18
Founder,02-Aug-18
Software Developer,02-Aug-18
Revenue Manager,02-Aug-18
Software Engineer,02-Aug-18
,01-Aug-18
Software Engineer,01-Aug-18
Machine Learning Intern,01-Aug-18
Founder,01-Aug-18
Application Development Associate,31-Jul-18
,31-Jul-18
,31-Jul-18
,30-Jul-18
,30-Jul-18
Intern,30-Jul-18
,30-Jul-18
Director,30-Jul-18
Charter IT Officer,30-Jul-18
Automotive Engineer,30-Jul-18
Functional Consultant,30-Jul-18
,30-Jul-18
,30-Jul-18
Software Engineer,30-Jul-18
Associate- Content development,29-Jul-18
Programmer Analyst,29-Jul-18
AI Researcher | Data Scientist,28-Jul-18
Member,28-Jul-18
Software Engineer,28-Jul-18
Mentor,28-Jul-18
Techno Functional Consultant,26-Jul-18
,26-Jul-18
,26-Jul-18
Senior Data Scientist,26-Jul-18
Network Engineer,25-Jul-18
Sr. Marketing Manager And Business Development Manger,25-Jul-18
Student,25-Jul-18
Sales Excellence and Leadership Intern,24-Jul-18
Digital Marketing Team,23-Jul-18
General Manager/CEO,23-Jul-18
Associate Software Engineer,22-Jul-18
Associate Program Manager,22-Jul-18
,22-Jul-18
Senior Scientist,22-Jul-18
Owner,22-Jul-18
Co-Founder,22-Jul-18
Sr. Technical Recruiter,21-Jul-18
Associate Tech Lead,21-Jul-18
"VP, AI Research",21-Jul-18
,21-Jul-18
Team Lead,21-Jul-18
Cheif Technology Officer,21-Jul-18
Business Technology Analyst,21-Jul-18
Administrator,21-Jul-18
Associate Consultant ( ML Engineer ),20-Jul-18
Data Scientist,20-Jul-18
Associate,19-Jul-18
Programmer analyst trainee,19-Jul-18
Graduate Student Researcher,19-Jul-18
Platform Engineer,19-Jul-18
Creative Associate,19-Jul-18
Project Manager,18-Jul-18
System engineer specialist,18-Jul-18
Public Relations Executive,18-Jul-18
Senior User Experience Designer,18-Jul-18
Executive Director,18-Jul-18
Project Head - LinkedIn,18-Jul-18
,17-Jul-18
Manager,16-Jul-18
Assistant System Engineer - Process Automation,15-Jul-18
,14-Jul-18
,14-Jul-18
Associate Systems Engineer,13-Jul-18
Machine Learning Engineer,11-Jul-18
Student,09-Jul-18
Machine Learning Intern,09-Jul-18
,09-Jul-18
Data Specialist,07-Jul-18
System Engineer,07-Jul-18
Network Engineer,07-Jul-18
North India Head,05-Jul-18
CEO,04-Jul-18
Consultant,04-Jul-18
,04-Jul-18
Full Stack Web Developer,04-Jul-18
Solutions Architect - Deep Learning ,03-Jul-18
System Engineer,02-Jul-18
Founder and Managing Director,01-Jul-18
Research Intern,30-Jun-18
Health and Safety Hero,30-Jun-18
Resource Manager,29-Jun-18
AnswerForce Franchise Team,29-Jun-18
Site Engineer,29-Jun-18
,29-Jun-18
UpGrad Ambassador,29-Jun-18
Associate Management Lead,28-Jun-18
Network/Server Intern,28-Jun-18
Finance Manager,27-Jun-18
Data Analyst,27-Jun-18
Regional Head Of Business Operations,27-Jun-18
Software Development Engineer 2 ,26-Jun-18
,26-Jun-18
Cloud Engineer,25-Jun-18
Manager,25-Jun-18
Trainee,23-Jun-18
Data Analyst,23-Jun-18
Associate Consultant - Operations and Analytics,23-Jun-18
Associate Software Engineer,23-Jun-18
,23-Jun-18
Assistant Manager Finance Account,23-Jun-18
,23-Jun-18
Decision Analytics Associate,22-Jun-18
Senior Talent Acquisition Specialist,22-Jun-18
SAP Consultant,22-Jun-18
Organizer,22-Jun-18
Social Media Manager,22-Jun-18
Software Engineer,22-Jun-18
Digital Marketing Analyst,20-Jun-18
Student,19-Jun-18
Digital Marketing Executive,19-Jun-18
Business Development Executive,19-Jun-18
System Engineer,17-Jun-18
Associate Business Analyst,16-Jun-18
,16-Jun-18
Management Staff,16-Jun-18
Assistant Professor,15-Jun-18
Chief Executive Officer,14-Jun-18
Intern,14-Jun-18
Implementation Specialist - Customer Success,14-Jun-18
android trainer,14-Jun-18
Manager Human Resources,14-Jun-18
,14-Jun-18
Assistant System Engineer - Trainee,14-Jun-18
,14-Jun-18
Talent Acquisition Specialist,14-Jun-18
Member Operation Staff,14-Jun-18
Graduate Teaching Assistant,14-Jun-18
QA/QC Engineer,14-Jun-18
Founder,14-Jun-18
Digital Marketing Intern,14-Jun-18
technical solution consultant,14-Jun-18
Data Analyst,14-Jun-18
Intern,14-Jun-18
Associate,11-Jun-18
Manager - Business Development,29-May-18
Co-Founder ,29-May-18
Research Development Executive,29-May-18
"Professor, Electrical and Computer Engineering",29-May-18
Corporate Client Manager,29-May-18
HR Executive,29-May-18
Engineering Student,25-May-18
Associate,25-May-18
Decision Analytics Associate,18-May-18
Machine Learning Engineer,18-May-18
Future Offer Manager,17-May-18
Software Engineer Intern (Systems),17-May-18
System Engineer,13-May-18
Supervisor,13-May-18
Developer,10-May-18
Junior Data Scientist,10-May-18
,07-May-18
World Wide Lead - Product Analytics,02-May-18
Data Analyst,01-May-18
,29-Apr-18
Freelance Graphic Designer,29-Apr-18
pgt comp. sci.,29-Apr-18
Intern,25-Apr-18
Co-Founder,25-Apr-18
Head Of Information Technology,24-Apr-18
Mental Health Counselor,22-Apr-18
Assistant System Engineer-Trainee,19-Apr-18
Corporate Lead,17-Apr-18
Sr Manager,17-Apr-18
System Engineer,15-Apr-18
Deputy Entertainment Editor,14-Apr-18
Graduate Research Assistant,13-Apr-18
Programmer analyst trainee,12-Apr-18
Software Engineer,10-Apr-18
Embedded Systems Engineer,10-Apr-18
Sales Marketing Trainee,09-Apr-18
"Senior Channel Manager, Europe",08-Apr-18
PGT PHYSICS,07-Apr-18
Associate - Social Media Marketing,06-Apr-18
